id,Country,Actor1,Actor2,Actor3,Genre1,Genre2,Genre3,Plot,Poster,Runtime,Title,imdbRating,totalSeasons
135,Canada,AmberMarshall,GrahamWardle,MichelleMorgan,Drama,Family,,"based on the Heartland book series by Lauren Brooke and follows Amy Fleming and her older sister Louise ""Lou"" Fleming on their Albertan-based family ranch, 'Heartland', where they live with their widowed grandfather Jack Bartlett, their father Tim Fleming and hired farmhand Ty Borden. While experiencing the highs and lows of life on the ranch, the family bonds and grows closer.",https://gcdn.lanetaneta.com/wp-content/uploads/2021/02/%C2%BFCuando-estara-la-temporada-14-de-Heartland-en-Netflix.jpg,44,Heartland,8.7,15
136,USA,JaimieAlexander,SullivanStaplaton,AudreyEsparza,Crime,Drama,Action,Blindspot focuses on a mysterious tattooed woman who is found naked inside a travel bag in Times Square in New York City by the Federal Bureau of Investigation (FBI). She has no recollection of her past or identity. They discover that her tattoos contain clues to crimes they must solve.,https://es.web.img3.acsta.net/pictures/20/04/06/09/39/3306074.jpg,43,BlindSpot,7.3,5
137,USA,AndrewKnowlton,MarkBest,ShaneOsborn,Reality,Cooking,,is an American that features twelve international teams of two professional chefs each competing to create elevated dishes based on the country chosen for each episode.,https://libroshappy.org/wp-content/uploads/2020/05/The-final-table-1200x675.jpg,59,The Final Table,7.6,1
138,USA,JustinWillman,AndrewSmyth,HakeemOluseyu,Reality,Cooking,,"is an American cooking competition television series that airs on Netflix, themed around baking and engineering. Each episode presents a cast of contestants with a challenge that combines baking with engineering, often described using the portmanteau ""bakineering"".",https://upload.wikimedia.org/wikipedia/en/f/f5/BakingImpossibleTitleScreen.jpg,44,Baking Impossible,7,1
139,USA,MelissaBenoist,ChylerLeigh,DavidHarewood,Action,Adventure,Drama,"Kara Zor-El was sent to Earth from Krypton as a thirteen year old by her parents Zor-El and Alura. Kara was meant to protect her infant cousin, Kal-El, but her spacecraft was knocked off course and sent into the Phantom Zone, where it stayed for 24 years. By the time the spacecraft crash landed on Earth, Kal-El had grown up and become Superman. The series begins twelve years later when Kara is learning to embrace her own superhuman powers as a Kryptonian and has adopted the superheroine alias ""Supergirl"".",https://i.blogs.es/0ffe37/supergirl-cw/840_560.jpeg,45,Supergirl,6.2,6
140,USA,RyanEggold,JanetMontgomery,FreemaAgyeman,Drama,Medical,,"is an American medical drama television series, based on the book Twelve Patients: Life and Death at Bellevue Hospital by Eric Manheimer, and follows Dr. Max Goodwin as he becomes the medical director of one of the United States' oldest public hospitals, aiming to reform the neglected facility by tearing up its bureaucracy to provide exceptional care to patients.",https://es.web.img3.acsta.net/pictures/18/08/27/11/22/4429377.jpg,43,New Amsterdam,8,4
141,USA,ViolaDavis,BillyBrown,AlfredEnoch,Crime,Drama,Mistery,"Annalise Keating is a law professor at a prestigious Philadelphia university who, with five of her students, becomes entwined in a murder plot.",https://pics.filmaffinity.com/how_to_get_away_with_murder-762981521-large.jpg,43,How to get away with Murder,8.1,6
142,USA,KathrynNewton,GideonAdlon,SeanBerdy,Mystery,Drama,Sci-Fi,"Follows the story of a group of teenagers who must learn to run their own community after the rest of the population of their town (West Ham, Connecticut) disappears.",https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABdbpO2udiJUuqoO7JAF9HOv7e3pDJy90uKTPJonst3Lw6epoVJIQMe9VrmIB9NWVo7oBs9CftPE-tAfFfch7EGN-gjFpqM6kakU-RJ_3B9UE1FnIiHfssvApmwJqmA.jpg?r=675,61,The Society,7,1
143,Brazil,BiancaComparato,VanezaOliveira,RodolgoValente,Action,Drama,Sci-Fi,A world divided into progress and devastation. The link between the two sides - Offshore and Inland - is a rigorous and painstaking system called The Process. Everyone in Inland has a chance to go through The Process to live a better life in Offshore. But only 3% make it through.,https://pics.filmaffinity.com/3_Serie_de_TV-138820677-large.jpg,74,3%,7.3,4
144,Korea,LeeJung-Jae,Hoyeon,HeoSung-tae,Action,Drama,Mistery,"A story of people who fail at life for various reasons, but suddenly receive a mysterious invitation to participate in a survival game to win more than 38 million US dollars. The game takes place at an isolated island and the participants are locked up until there is a final winner. The story will incorporate popular children's games from the 1970s and 1980s of Korea, such as squid game, literal translation of its Korean name, which is a type of tag where offense and defense use a squid-shaped board drawn in the dirt.",https://www.sonica.mx/u/fotografias/m/2021/9/22/f850x638-11346_88835_5050.jpg,63,Squid Game,8,1
145,Spain,ÚrsulaCorberó,ÁlbaroMorte,ItziarItuño,Action,Crime,Drama,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion memorizing every step, every detail, every probability culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.",https://i.blogs.es/7b5613/la-casa-de-papel-temporada-5/1366_2000.jpeg,76,La casa de Papel,8.2,5
146,Spain,ItzanEscamilla,MiguelBernardeau,EsterExpósito,Crime,Drama,Suspense,"Las Encinas is the most exclusive school in the country, where the Elite sends their children to study. Three working-class teens have just been admitted as new students after an earthquake destroyed their school. The clash between those who have everything and those who have nothing to lose creates a perfect storm that ends in a murder. Who committed the crime?",https://es.web.img2.acsta.net/pictures/18/09/11/09/24/3649571.jpg,59,Élite,7.4,5
147,USA,Zendaya,HunterSchafer,AngusCloud,Drama,,,"A look at life for a group of high school students as they grapple with issues of drugs, sex and violence. The series focuses on the relationship between two young girls trying to find their place in the world: recovering addict Rue and new-in-town Jules.",https://es.web.img3.acsta.net/pictures/19/06/18/12/06/4123858.jpg,65,Euphoria,8.4,2
148,USA,PhoebeDynevor,JonathanBailey,NicolaCoughlan,Drama,Romance,PeriodDrama,"the eldest daughter of the powerful Bridgerton family as she makes her debut onto Regency London's competitive marriage market. Hoping to follow in her parent's footsteps and find a match sparked by true love, Daphne's prospects initially seem to be unrivaled. But as her older brother  begins to rule out her potential suitors, the high society scandal sheet written by the mysterious Lady Whistledown casts aspersions on Daphne.",https://www.diariodenavarra.es/uploads/2021/01/28/60ad356cd8cff.jpeg,72,Bridgerton,7.3,2
149,Scotland,CaitríonaBalfe,SamHeughan,SophieSkelton,Drama,Fantasy,Romance,"Follows the story of Claire Randall, a married combat nurse from 1945 who is mysteriously swept back in time to 1743, where she is immediately thrown into an unknown world in which her life is threatened. When she is forced to marry Jamie Fraser, a chivalrous and romantic young Scottish warrior, a passionate relationship is ignited that tears Claire's heart between two vastly different men in two irreconcilable lives.",https://static.wikia.nocookie.net/doblaje/images/a/ab/Outlander_ver11.jpg/revision/latest?cb=20210206132753&path-prefix=es,72,Outlander,8.4,6
150,USA,TroianBellisario,AshleyBenson,LucyHalde,Drama,Mistery,Romance,"Set in the fictional town of Rosewood, Pennsylvania, the series follows the lives of four girls, Aria Montgomery, Hanna Marin, Emily Fields, and Spencer Hastings, whose clique falls apart after the disappearance of their leader, Alison DiLaurentis. One year later, the estranged friends are reunited as they begin receiving messages from a mysterious figure named ""A"", who threatens to expose their deepest secrets, including ones they thought only Alison knew. At first, they think it's Alison herself, but after her body is found, the girls realize that someone else is planning on ruining their not so perfect lives.",https://media.glamour.mx/photos/61905124a6e030d6480f4ab5/master/w_1600%2Cc_limit/261316.jpg,60,Pretty Little Liars,7.4,7
151,USA,BlakeLively,LeightonMeester,PennBadgley,Drama,Romance,,"Gossip Girl follows the lives of privileged teenagers on the upper east side. Serena Van Der Woodsen is a blonde and beautiful socialite. Everyone knows Serena. Blair Waldorf is Serena's best friend but it's always about Serena not Blair. Nate Archibald is Blair's boyfriend but ever since Serena came back from boarding school Nate has been acting strange. Chuck Bass is a rich and arrogant person. Daniel Humphrey, a lonely boy from Brooklyn, NY, who nobody knows. Follow the lives of this guilty pleasure show.",https://es.web.img3.acsta.net/pictures/13/12/04/16/18/394160.jpg,42,Gossip Girl,7.4,6
152,USA,SashaPieterse,JanelParrish,SofiaCarson,Crime,Drama,Mistery,"Everything about the town of Beacon Heights seems perfect, but in the aftermath of the town's first murder, behind every Perfectionist hides secrets, lies and much needed alibies.",https://m.media-amazon.com/images/M/MV5BNzM3NTc4MTUzM15BMl5BanBnXkFtZTgwMzQxMzI0NzM@._V1_.jpg,42,Pretty Little Liars: The Perfectionists,6.9,1
153,USA,AnyaTaylor-Joy,ChloePirrie,BillCamp,Drama,MiniSeries,,"Nine year-old orphan Beth Harmon is quiet, sullen, and by all appearances unremarkable. That is, until she plays her first game of chess. Her senses grow sharper, her thinking clearer, and for the first time in her life she feels herself fully in control. By the age of sixteen, she's competing for the U.S. Open championship. But as Beth hones her skills on the professional circuit, the stakes get higher, her isolation grows more frightening, and the thought of escape becomes all the more tempting.",https://m.media-amazon.com/images/M/MV5BM2EwMmRhMmUtMzBmMS00ZDQ3LTg4OGEtNjlkODk3ZTMxMmJlXkEyXkFqcGdeQXVyMjM5ODk1NDU@._V1_.jpg,67,The Queen´s Gambit,8.6,1
